[e4] 
x-value,z-value,robots,orientation
-2.27003,-2.41504,0,0, 
-2.27003,-2.41625,0,0, 
-2.27003,-2.42167,0,0, 
-2.27003,-2.42719,0,0, 
-2.27003,-2.43047,0,0, 
-2.27003,-2.43485,0,0, 
-2.27003,-2.43924,0,360, 
-2.27003,-2.44326,0,360, 
-2.27003,-2.44726,0,360, 
-2.27003,-2.45127,0,360, 
-2.27003,-2.45527,0,360, 
-2.27003,-2.45927,0,0, 
-2.27003,-2.46327,0,0, 
-2.27003,-2.46726,0,0, 
-2.27003,-2.47126,0,0, 
-2.27003,-2.47528,0,0, 
-2.27003,-2.4793,0,0, 
-2.27003,-2.48333,0,0, 
-2.27003,-2.48735,0,0, 
-2.27003,-2.49138,0,0, 
-2.27003,-2.49541,0,0, 
-2.27003,-2.49944,0,0, 
-2.27003,-2.50346,0,0.01, 
-2.27003,-2.50749,0,0.01, 
-2.27003,-2.51152,0,0.01, 
-2.27003,-2.51555,0,0.01, 
-2.27003,-2.51957,0,0, 
-2.27003,-2.5236,0,0, 
-2.27003,-2.52762,0,0, 
-2.27002,-2.53163,0,0, 
-2.27002,-2.53565,0,0, 
-2.27002,-2.53966,0,0, 
-2.27002,-2.54367,0,0, 
-2.27002,-2.54768,0,0, 
-2.27002,-2.55168,0,0, 
-2.27002,-2.55569,0,0, 
-2.27002,-2.5597,0,0, 
-2.27002,-2.56371,0,360, 
-2.27002,-2.56772,0,360, 
-2.27002,-2.57174,0,360, 
-2.27002,-2.57576,0,360, 
-2.27002,-2.57979,0,360, 
-2.27002,-2.58382,0,360, 
-2.27002,-2.58785,0,0, 
-2.27002,-2.59187,0,0, 
-2.27002,-2.5959,0,0, 
-2.27002,-2.59993,0,0, 
-2.27002,-2.60396,0,0, 
-2.27002,-2.60799,0,0, 
-2.27002,-2.61201,0,0, 
-2.27002,-2.61603,0,0, 
-2.27002,-2.62005,0,0, 
-2.27002,-2.62407,0,0, 
-2.27002,-2.62808,0,0.01, 
-2.27002,-2.63209,0,0.01, 
-2.27002,-2.63611,0,0.01, 
-2.27002,-2.64012,0,0.01, 
-2.27002,-2.64413,0,0, 
-2.27002,-2.64814,0,0, 
-2.27002,-2.65215,0,0, 
-2.27002,-2.65616,0,0, 
-2.27002,-2.66018,0,0, 
