[e2] 
x-value,z-value,robots,orientation
0.886668,-0.704539,0,72.72, 
0.889756,-0.705486,0,70.92, 
0.893549,-0.706852,0,70.76, 
0.897339,-0.708238,0,70.64, 
0.901116,-0.709636,0,70.56, 
0.904893,-0.711042,0,70.49, 
0.908673,-0.712426,0,70.42, 
0.912454,-0.713768,0,70.36, 
0.916234,-0.715108,0,70.3, 
0.920011,-0.71645,0,70.26, 
0.923789,-0.717792,0,70.23, 
0.927567,-0.719135,0,70.2, 
0.931345,-0.72048,0,70.17, 
0.935123,-0.721827,0,70.15, 
0.938902,-0.723177,0,70.14, 
0.942682,-0.72453,0,70.12, 
0.946461,-0.725886,0,70.11, 
0.950241,-0.727244,0,70.1, 
0.954021,-0.728616,0,70.1, 
0.957801,-0.729987,0,70.09, 
0.96158,-0.731357,0,70.09, 
0.96536,-0.732726,0,70.09, 
0.969139,-0.734095,0,70.08, 
0.972918,-0.735465,0,70.08, 
0.976697,-0.736834,0,70.08, 
0.980475,-0.738203,0,70.08, 
0.984254,-0.739572,0,70.08, 
0.988033,-0.740941,0,70.08, 
0.991811,-0.74231,0,70.08, 
0.99559,-0.74368,0,70.08, 
0.999368,-0.745049,0,70.08, 
1.00315,-0.746418,0,70.08, 
1.00693,-0.747788,0,70.08, 
1.0107,-0.749157,0,70.08, 
1.01448,-0.750526,0,70.08, 
1.01826,-0.751896,0,70.08, 
1.02204,-0.753265,0,70.08, 
1.02582,-0.754635,0,70.08, 
1.0296,-0.756004,0,70.08, 
1.03338,-0.757373,0,70.08, 
1.03716,-0.758742,0,70.08, 
1.04093,-0.760112,0,70.08, 
1.04471,-0.761481,0,70.08, 
1.04849,-0.76285,0,70.08, 
1.05227,-0.764219,0,70.08, 
1.05605,-0.765588,0,70.08, 
1.05983,-0.766957,0,70.08, 
1.06361,-0.768326,0,70.08, 
1.06739,-0.769696,0,70.08, 
1.07116,-0.771065,0,70.08, 
1.07494,-0.772434,0,70.08, 
1.07872,-0.773803,0,70.08, 
1.0825,-0.775172,0,70.08, 
1.08628,-0.776541,0,70.08, 
1.09006,-0.77791,0,70.08, 
1.09384,-0.77928,0,70.08, 
1.09762,-0.780649,0,70.08, 
1.1014,-0.782018,0,70.08, 
1.10517,-0.783388,0,70.08, 
1.10895,-0.784757,0,70.08, 
1.11273,-0.786126,0,70.08, 
1.11651,-0.787496,0,70.08, 
1.12029,-0.788865,0,70.08, 
1.12407,-0.790234,0,70.08, 
1.12785,-0.791604,0,70.08, 
1.13163,-0.792973,0,70.08, 
1.1354,-0.794342,0,70.08, 
1.13918,-0.795712,0,70.08, 
1.14296,-0.797081,0,70.08, 
1.14674,-0.79845,0,70.08, 
1.15052,-0.799819,0,70.08, 
1.1543,-0.801189,0,70.08, 
1.15808,-0.802558,0,70.08, 
1.16186,-0.803927,0,70.08, 
1.16563,-0.805296,0,70.08, 
1.16941,-0.806665,0,70.08, 
1.17319,-0.808034,0,70.08, 
1.17697,-0.809403,0,70.08, 
1.18075,-0.810772,0,70.08, 
1.18453,-0.812141,0,70.08, 
1.18831,-0.813511,0,70.08, 
1.19209,-0.81488,0,70.08, 
1.19586,-0.816249,0,70.08, 
1.19964,-0.817618,0,70.08, 
1.20342,-0.818987,0,70.08, 
1.2072,-0.820356,0,70.08, 
1.21098,-0.821725,0,70.08, 
1.21476,-0.823095,0,70.08, 
1.21854,-0.824464,0,70.08, 
1.22232,-0.825833,0,70.08, 
1.2261,-0.827202,0,70.08, 
1.22987,-0.828572,0,70.08, 
1.23365,-0.829941,0,70.08, 
1.23743,-0.83131,0,70.08, 
1.24121,-0.83268,0,70.08, 
1.24499,-0.834049,0,70.08, 
1.24877,-0.835418,0,70.08, 
1.25255,-0.836788,0,70.08, 
1.25633,-0.838157,0,70.08, 
1.2601,-0.839526,0,70.08, 
1.26388,-0.840896,0,70.08, 
1.26766,-0.842265,0,70.08, 
1.27144,-0.843634,0,70.08, 
1.27522,-0.845003,0,70.08, 
1.279,-0.846372,0,70.08, 
1.28278,-0.847742,0,70.08, 
1.28656,-0.849111,0,70.08, 
1.29033,-0.85048,0,70.08, 
1.29411,-0.851849,0,70.08, 
1.29789,-0.853218,0,70.09, 
1.30167,-0.854587,0,70.08, 
1.30545,-0.855956,0,70.08, 
1.30923,-0.857325,0,70.08, 
1.31301,-0.858694,0,70.08, 
1.31679,-0.860063,0,70.08, 
1.32056,-0.861433,0,70.08, 
1.32434,-0.862802,0,70.08, 
1.32812,-0.864171,0,70.08, 
1.3319,-0.86554,0,70.08, 
1.33568,-0.866909,0,70.08, 
1.33946,-0.868279,0,70.08, 
1.34324,-0.869648,0,70.08, 
1.34702,-0.871017,0,70.08, 
1.3508,-0.872387,0,70.08, 
1.35457,-0.873756,0,70.08, 
