[e9] 
x-value,z-value,robots,orientation
0.126075,-2.23148,0,152.3, 
0.127896,-2.22793,0,152.52, 
0.129704,-2.22433,0,152.69, 
0.131494,-2.22071,0,152.81, 
0.133264,-2.2171,0,152.89, 
0.135025,-2.21349,0,152.94, 
0.136787,-2.20988,0,152.99, 
0.138555,-2.20628,0,153.02, 
0.140381,-2.20269,0,153.04, 
0.142222,-2.1991,0,153.04, 
0.144064,-2.1955,0,153.05, 
0.145908,-2.19191,0,153.05, 
0.147753,-2.18831,0,153.05, 
0.149598,-2.18472,0,153.04, 
0.151442,-2.18112,0,153.04, 
0.153285,-2.17753,0,153.04, 
0.155126,-2.17393,0,153.04, 
0.156965,-2.17034,0,153.03, 
0.158801,-2.16675,0,153.03, 
0.160629,-2.16317,0,153.03, 
0.162455,-2.15959,0,153.03, 
0.164278,-2.15601,0,153.03, 
0.166099,-2.15244,0,153.04, 
0.167918,-2.14887,0,153.04, 
0.169736,-2.1453,0,153.04, 
0.171553,-2.14172,0,153.04, 
0.17337,-2.13815,0,153.04, 
0.175187,-2.13458,0,153.04, 
0.177004,-2.13101,0,153.04, 
0.178822,-2.12743,0,153.04, 
0.180645,-2.12385,0,153.04, 
0.182469,-2.12026,0,153.04, 
0.184294,-2.11667,0,153.04, 
0.186119,-2.11308,0,153.04, 
0.187946,-2.10949,0,153.04, 
0.189773,-2.1059,0,153.04, 
0.191599,-2.10231,0,153.04, 
0.193426,-2.09872,0,153.04, 
0.195251,-2.09513,0,153.05, 
0.197076,-2.09154,0,153.05, 
0.198899,-2.08795,0,153.05, 
0.200721,-2.08437,0,153.05, 
0.202542,-2.08079,0,153.05, 
0.204361,-2.07721,0,153.05, 
0.206179,-2.07364,0,153.05, 
0.207997,-2.07006,0,153.05, 
0.209815,-2.06649,0,153.05, 
0.211632,-2.06291,0,153.05, 
0.21345,-2.05934,0,153.05, 
0.215268,-2.05576,0,153.05, 
0.217086,-2.05219,0,153.05, 
0.218906,-2.04861,0,153.05, 
0.220726,-2.04503,0,153.05, 
0.222548,-2.04145,0,153.05, 
0.22437,-2.03786,0,153.05, 
0.226194,-2.03427,0,153.05, 
0.228018,-2.03069,0,153.05, 
0.229842,-2.0271,0,153.05, 
0.231667,-2.02351,0,153.05, 
0.233491,-2.01992,0,153.05, 
0.235316,-2.01633,0,153.05, 
0.237141,-2.01274,0,153.05, 
0.238966,-2.00916,0,153.05, 
0.24079,-2.00557,0,153.05, 
0.242614,-2.00198,0,153.05, 
0.244438,-1.99839,0,153.05, 
0.246261,-1.99481,0,153.05, 
0.248082,-1.99123,0,153.05, 
0.249903,-1.98765,0,153.05, 
0.251723,-1.98407,0,153.05, 
0.253542,-1.98049,0,153.05, 
0.25536,-1.97691,0,153.05, 
0.257178,-1.97334,0,153.05, 
0.258995,-1.96977,0,153.05, 
0.260812,-1.96619,0,153.05, 
0.26263,-1.96262,0,153.05, 
0.264448,-1.95904,0,153.05, 
0.26627,-1.95546,0,153.05, 
0.268093,-1.95187,0,153.05, 
0.269916,-1.94829,0,153.05, 
0.271741,-1.9447,0,153.05, 
0.273566,-1.94111,0,153.05, 
0.275392,-1.93752,0,153.05, 
0.277218,-1.93393,0,153.05, 
0.279043,-1.93034,0,153.05, 
0.280868,-1.92675,0,153.05, 
0.282692,-1.92316,0,153.05, 
0.284515,-1.91958,0,153.05, 
0.286337,-1.91599,0,153.05, 
0.288158,-1.91241,0,153.05, 
0.289979,-1.90883,0,153.05, 
0.291798,-1.90525,0,153.05, 
0.293617,-1.90167,0,153.05, 
0.295436,-1.8981,0,153.05, 
0.297254,-1.89452,0,153.05, 
0.299073,-1.89095,0,153.05, 
0.300892,-1.88737,0,153.05, 
0.302711,-1.88379,0,153.05, 
0.304531,-1.88021,0,153.05, 
0.306352,-1.87663,0,153.05, 
0.308173,-1.87305,0,153.05, 
0.309994,-1.86947,0,153.05, 
0.311816,-1.86588,0,153.05, 
0.313639,-1.8623,0,153.05, 
0.315462,-1.85871,0,153.05, 
