[e5] 
x-value,z-value,robots,orientation
1.50658,-1.53693,0,287.17, 
1.50349,-1.53787,0,288.97, 
1.49969,-1.53923,0,289.13, 
1.4959,-1.54061,0,289.25, 
1.49212,-1.542,0,289.33, 
1.48834,-1.5434,0,289.4, 
1.48456,-1.5448,0,289.47, 
1.48078,-1.54616,0,289.53, 
1.47699,-1.54749,0,289.57, 
1.47321,-1.54883,0,289.62, 
1.46943,-1.55016,0,289.65, 
1.46565,-1.55149,0,289.68, 
1.46187,-1.55283,0,289.71, 
1.45809,-1.55417,0,289.73, 
1.45431,-1.55551,0,289.75, 
1.45053,-1.55686,0,289.76, 
1.44675,-1.5582,0,289.77, 
1.44296,-1.55955,0,289.78, 
1.43918,-1.56091,0,289.79, 
1.4354,-1.56227,0,289.79, 
1.43162,-1.56363,0,289.8, 
1.42783,-1.565,0,289.8, 
1.42405,-1.56636,0,289.8, 
1.42027,-1.56772,0,289.8, 
1.41648,-1.56908,0,289.81, 
1.4127,-1.57044,0,289.81, 
1.40892,-1.5718,0,289.81, 
1.40513,-1.57316,0,289.81, 
1.40135,-1.57452,0,289.81, 
1.39757,-1.57589,0,289.81, 
1.39379,-1.57725,0,289.81, 
1.39001,-1.57861,0,289.81, 
1.38624,-1.57997,0,289.81, 
1.38246,-1.58133,0,289.81, 
1.37868,-1.58269,0,289.81, 
1.37489,-1.58405,0,289.8, 
1.37111,-1.58542,0,289.8, 
1.36733,-1.58678,0,289.8, 
1.36355,-1.58814,0,289.8, 
1.35977,-1.5895,0,289.8, 
1.35598,-1.59086,0,289.8, 
1.3522,-1.59223,0,289.8, 
1.34842,-1.59359,0,289.8, 
1.34464,-1.59495,0,289.8, 
1.34086,-1.59631,0,289.8, 
1.33708,-1.59767,0,289.8, 
1.33329,-1.59903,0,289.8, 
1.32951,-1.6004,0,289.8, 
1.32573,-1.60176,0,289.8, 
1.32195,-1.60312,0,289.8, 
1.31817,-1.60448,0,289.81, 
1.31439,-1.60584,0,289.81, 
1.31061,-1.6072,0,289.81, 
1.30682,-1.60857,0,289.81, 
1.30304,-1.60993,0,289.81, 
1.29926,-1.61129,0,289.81, 
1.29548,-1.61265,0,289.81, 
1.2917,-1.61401,0,289.81, 
1.28792,-1.61538,0,289.81, 
1.28413,-1.61674,0,289.81, 
1.28035,-1.6181,0,289.81, 
1.27657,-1.61946,0,289.81, 
1.27279,-1.62082,0,289.81, 
1.26901,-1.62219,0,289.8, 
1.26523,-1.62355,0,289.8, 
1.26145,-1.62491,0,289.8, 
1.25767,-1.62627,0,289.8, 
1.25388,-1.62763,0,289.8, 
1.2501,-1.62899,0,289.8, 
1.24632,-1.63036,0,289.8, 
1.24254,-1.63172,0,289.8, 
1.23876,-1.63308,0,289.8, 
1.23498,-1.63444,0,289.8, 
1.23119,-1.6358,0,289.8, 
1.22741,-1.63716,0,289.8, 
1.22363,-1.63853,0,289.8, 
1.21985,-1.63989,0,289.8, 
1.21607,-1.64125,0,289.8, 
1.21229,-1.64261,0,289.8, 
1.20851,-1.64397,0,289.8, 
1.20472,-1.64533,0,289.8, 
1.20094,-1.6467,0,289.81, 
1.19716,-1.64806,0,289.81, 
1.19338,-1.64942,0,289.81, 
1.1896,-1.65078,0,289.81, 
1.18582,-1.65214,0,289.81, 
1.18204,-1.6535,0,289.81, 
1.17825,-1.65487,0,289.81, 
1.17447,-1.65623,0,289.81, 
1.17069,-1.65759,0,289.81, 
1.16691,-1.65895,0,289.81, 
1.16313,-1.66031,0,289.81, 
1.15935,-1.66168,0,289.81, 
1.15557,-1.66304,0,289.81, 
