[e1] 
x-value,z-value,robots,orientation
-1.99122,1.56328,0,0, 
-1.99122,1.56208,0,0, 
-1.99122,1.55665,0,0, 
-1.99122,1.55114,0,0, 
-1.99122,1.54786,0,0, 
-1.99122,1.54348,0,0, 
-1.99122,1.53908,0,0, 
-1.99122,1.53508,0,0, 
-1.99122,1.53108,0,0, 
-1.99122,1.52708,0,0, 
-1.99122,1.52309,0,0, 
-1.99122,1.5191,0,0, 
-1.99122,1.51507,0,360, 
-1.99122,1.51105,0,360, 
-1.99122,1.50703,0,360, 
-1.99122,1.50301,0,360, 
-1.99122,1.49898,0,360, 
-1.99122,1.49496,0,360, 
-1.99122,1.49094,0,360, 
-1.99122,1.48692,0,360, 
-1.99122,1.4829,0,360, 
-1.99122,1.47888,0,360, 
-1.99122,1.47486,0,360, 
-1.99122,1.47084,0,360, 
-1.99122,1.46682,0,360, 
-1.99122,1.46281,0,360, 
-1.99122,1.45879,0,360, 
-1.99122,1.45477,0,360, 
-1.99122,1.45076,0,360, 
-1.99122,1.44674,0,360, 
-1.99122,1.44272,0,360, 
-1.99122,1.4387,0,360, 
-1.99122,1.43468,0,360, 
-1.99122,1.43066,0,360, 
-1.99122,1.42664,0,360, 
-1.99122,1.42262,0,360, 
-1.99122,1.4186,0,360, 
-1.99122,1.41458,0,360, 
-1.99122,1.41056,0,360, 
-1.99122,1.40654,0,360, 
-1.99122,1.40252,0,360, 
-1.99122,1.3985,0,360, 
-1.99122,1.39449,0,360, 
-1.99122,1.39047,0,360, 
-1.99122,1.38645,0,360, 
-1.99122,1.38243,0,360, 
-1.99122,1.37841,0,360, 
-1.99122,1.37439,0,360, 
-1.99122,1.37037,0,360, 
-1.99122,1.36635,0,360, 
-1.99122,1.36233,0,360, 
-1.99122,1.35831,0,360, 
-1.99122,1.35429,0,360, 
-1.99122,1.35027,0,360, 
-1.99122,1.34625,0,360, 
-1.99122,1.34224,0,360, 
-1.99122,1.33822,0,360, 
-1.99122,1.3342,0,360, 
-1.99122,1.33018,0,360, 
-1.99122,1.32616,0,360, 
-1.99122,1.32214,0,360, 
-1.99122,1.31812,0,360, 
-1.99122,1.3141,0,360, 
-1.99122,1.31008,0,360, 
-1.99122,1.30606,0,360, 
-1.99122,1.30204,0,360, 
-1.99122,1.29802,0,360, 
-1.99122,1.294,0,360, 
-1.99122,1.28999,0,360, 
-1.99122,1.28597,0,360, 
-1.99122,1.28195,0,360, 
-1.99122,1.27793,0,360, 
-1.99122,1.27391,0,360, 
-1.99122,1.26989,0,360, 
-1.99123,1.26587,0,360, 
-1.99123,1.26185,0,360, 
-1.99123,1.25783,0,360, 
-1.99123,1.25381,0,360, 
-1.99123,1.24979,0,360, 
-1.99123,1.24577,0,360, 
-1.99123,1.24175,0,359.99, 
-1.99123,1.23773,0,359.99, 
-1.99123,1.23372,0,359.99, 
-1.99123,1.2297,0,359.99, 
-1.99123,1.22568,0,359.99, 
-1.99123,1.22166,0,360, 
-1.99123,1.21764,0,359.99, 
-1.99123,1.21362,0,359.99, 
-1.99123,1.2096,0,359.99, 
-1.99123,1.20558,0,359.99, 
-1.99123,1.20156,0,359.99, 
-1.99123,1.19754,0,359.99, 
-1.99123,1.19352,0,359.99, 
-1.99123,1.1895,0,360, 
-1.99123,1.18548,0,360, 
-1.99123,1.18146,0,360, 
-1.99123,1.17745,0,360, 
-1.99123,1.17343,0,360, 
-1.99123,1.16941,0,360, 
-1.99123,1.16539,0,360, 
-1.99123,1.16137,0,360, 
-1.99123,1.15735,0,360, 
-1.99123,1.15333,0,360, 
-1.99123,1.14931,0,360, 
-1.99123,1.14529,0,360, 
-1.99123,1.14127,0,360, 
-1.99124,1.13725,0,360, 
-1.99124,1.13323,0,360, 
-1.99124,1.12921,0,359.99, 
-1.99124,1.12519,0,359.99, 
-1.99124,1.12118,0,359.99, 
-1.99124,1.11716,0,359.99, 
-1.99124,1.11314,0,359.99, 
-1.99124,1.10912,0,359.99, 
-1.99124,1.1051,0,359.99, 
-1.99124,1.10108,0,359.99, 
-1.99124,1.09706,0,359.99, 
-1.99124,1.09304,0,359.99, 
-1.99124,1.08902,0,359.99, 
-1.99124,1.085,0,359.99, 
-1.99124,1.08098,0,359.99, 
-1.99124,1.07696,0,359.99, 
-1.99124,1.07294,0,359.99, 
-1.99124,1.06892,0,359.99, 
-1.99124,1.06491,0,359.99, 
-1.99124,1.06089,0,359.99, 
-1.99124,1.05687,0,359.99, 
-1.99124,1.05285,0,359.99, 
-1.99124,1.04883,0,359.99, 
-1.99124,1.04481,0,360, 
-1.99125,1.04079,0,360, 
-1.99125,1.03677,0,360, 
-1.99125,1.03275,0,360, 
-1.99125,1.02873,0,360, 
-1.99125,1.02471,0,360, 
-1.99125,1.02069,0,359.99, 
-1.99125,1.01667,0,359.99, 
-1.99125,1.01266,0,359.99, 
-1.99125,1.00864,0,359.99, 
-1.99125,1.00462,0,359.99, 
-1.99125,1.0006,0,359.99, 
-1.99125,0.996578,0,359.99, 
-1.99125,0.992559,0,359.99, 
-1.99125,0.98854,0,359.99, 
-1.99125,0.984521,0,359.99, 
-1.99125,0.980501,0,359.99, 
-1.99125,0.976482,0,359.99, 
-1.99125,0.972463,0,359.99, 
-1.99125,0.968444,0,359.99, 
-1.99125,0.964424,0,359.99, 
-1.99125,0.960405,0,359.99, 
-1.99125,0.956386,0,359.99, 
-1.99126,0.952366,0,359.99, 
-1.99126,0.948347,0,359.99, 
-1.99126,0.944328,0,359.99, 
-1.99126,0.940309,0,359.99, 
-1.99126,0.93629,0,359.99, 
-1.99126,0.93227,0,359.99, 
-1.99126,0.928251,0,359.99, 
-1.99126,0.924232,0,359.99, 
-1.99126,0.920213,0,359.99, 
-1.99126,0.916194,0,359.99, 
-1.99126,0.912174,0,359.99, 
-1.99126,0.908155,0,359.99, 
-1.99126,0.904136,0,359.99, 
-1.99126,0.900116,0,359.99, 
-1.99126,0.896097,0,359.99, 
-1.99126,0.892078,0,359.99, 
-1.99126,0.888058,0,359.99, 
-1.99126,0.884039,0,359.99, 
-1.99127,0.880019,0,359.99, 
-1.99127,0.876,0,359.99, 
-1.99127,0.871981,0,359.99, 
-1.99127,0.867962,0,359.99, 
-1.99127,0.863943,0,359.99, 
-1.99127,0.859924,0,359.99, 
-1.99127,0.855904,0,359.99, 
-1.99127,0.851885,0,359.99, 
-1.99127,0.847866,0,359.99, 
-1.99127,0.843847,0,359.99, 
-1.99127,0.839827,0,359.99, 
-1.99127,0.835808,0,359.99, 
-1.99127,0.831789,0,359.99, 
-1.99127,0.827769,0,359.99, 
-1.99127,0.82375,0,359.99, 
-1.99127,0.819731,0,359.99, 
-1.99128,0.815711,0,359.99, 
-1.99128,0.811692,0,359.99, 
-1.99128,0.807673,0,359.99, 
-1.99128,0.803654,0,359.99, 
-1.99128,0.799635,0,359.99, 
-1.99128,0.795616,0,359.99, 
-1.99128,0.791596,0,359.99, 
-1.99128,0.787577,0,359.99, 
-1.99128,0.783558,0,359.99, 
-1.99128,0.779538,0,359.99, 
-1.99128,0.775519,0,359.99, 
-1.99128,0.7715,0,359.99, 
-1.99128,0.76748,0,359.99, 
-1.99128,0.763461,0,359.99, 
-1.99128,0.759442,0,359.99, 
-1.99128,0.755422,0,359.99, 
-1.99129,0.751403,0,359.99, 
-1.99129,0.747384,0,359.99, 
-1.99129,0.743365,0,359.99, 
-1.99129,0.739345,0,359.99, 
-1.99129,0.735326,0,359.99, 
-1.99129,0.731307,0,359.99, 
-1.99129,0.727288,0,359.99, 
-1.99129,0.723269,0,359.99, 
-1.99129,0.71925,0,359.99, 
-1.99129,0.71523,0,359.99, 
-1.99129,0.711211,0,359.99, 
-1.99129,0.707191,0,359.99, 
-1.99129,0.703172,0,359.99, 
-1.99129,0.699153,0,359.99, 
-1.9913,0.695133,0,359.99, 
-1.9913,0.691114,0,359.99, 
-1.9913,0.687095,0,359.99, 
-1.9913,0.683076,0,359.99, 
-1.9913,0.679057,0,359.99, 
-1.9913,0.675038,0,359.99, 
-1.9913,0.671019,0,359.99, 
-1.9913,0.666999,0,359.99, 
-1.9913,0.66298,0,359.99, 
-1.9913,0.658961,0,359.99, 
-1.9913,0.654941,0,359.99, 
-1.9913,0.650922,0,359.99, 
-1.9913,0.646903,0,359.99, 
-1.9913,0.642883,0,359.99, 
-1.99131,0.638864,0,359.99, 
-1.99131,0.634845,0,359.99, 
-1.99131,0.630825,0,359.99, 
-1.99131,0.626806,0,359.99, 
-1.99131,0.622786,0,359.99, 
-1.99131,0.618767,0,359.99, 
-1.99131,0.614748,0,359.99, 
-1.99131,0.610729,0,359.99, 
-1.99131,0.60671,0,359.99, 
-1.99131,0.602691,0,359.99, 
-1.99131,0.598671,0,359.99, 
-1.99131,0.594652,0,359.99, 
-1.99132,0.590633,0,359.99, 
-1.99132,0.586614,0,359.99, 
-1.99132,0.582594,0,359.99, 
-1.99132,0.578575,0,359.99, 
-1.99132,0.574556,0,359.99, 
-1.99132,0.570536,0,359.99, 
-1.99132,0.566517,0,359.99, 
-1.99132,0.562498,0,359.99, 
-1.99132,0.558479,0,359.99, 
-1.99132,0.55446,0,359.99, 
-1.99132,0.55044,0,359.99, 
-1.99132,0.546421,0,359.99, 
-1.99133,0.542402,0,359.99, 
-1.99133,0.538383,0,359.99, 
-1.99133,0.534364,0,359.99, 
-1.99133,0.530344,0,359.99, 
-1.99133,0.526325,0,359.99, 
-1.99133,0.522305,0,359.99, 
-1.99133,0.518286,0,359.99, 
-1.99133,0.514267,0,359.99, 
-1.99133,0.510247,0,359.99, 
-1.99133,0.506228,0,359.99, 
-1.99133,0.502209,0,359.99, 
-1.99133,0.498189,0,359.99, 
-1.99134,0.49417,0,359.99, 
-1.99134,0.490151,0,359.99, 
-1.99134,0.486132,0,359.99, 
-1.99134,0.482113,0,359.99, 
-1.99134,0.478093,0,359.99, 
-1.99134,0.474074,0,359.99, 
-1.99134,0.470055,0,359.99, 
-1.99134,0.466036,0,359.99, 
-1.99134,0.462016,0,359.99, 
-1.99134,0.457997,0,359.99, 
-1.99134,0.453978,0,359.99, 
-1.99135,0.449958,0,359.99, 
-1.99135,0.445939,0,359.99, 
-1.99135,0.44192,0,359.99, 
-1.99135,0.4379,0,359.99, 
-1.99135,0.433881,0,359.99, 
-1.99135,0.429862,0,359.99, 
-1.99135,0.425843,0,359.99, 
-1.99135,0.421824,0,359.99, 
-1.99135,0.417805,0,359.99, 
-1.99135,0.413786,0,359.99, 
-1.99136,0.409766,0,359.99, 
-1.99136,0.405747,0,359.99, 
-1.99136,0.401728,0,359.99, 
-1.99136,0.397708,0,359.99, 
-1.99136,0.393689,0,359.99, 
-1.99136,0.38967,0,359.99, 
-1.99136,0.38565,0,359.99, 
-1.99136,0.381631,0,359.99, 
-1.99136,0.377611,0,359.99, 
-1.99136,0.373592,0,359.99, 
-1.99136,0.369573,0,359.99, 
-1.99137,0.365554,0,359.99, 
-1.99137,0.361534,0,359.99, 
-1.99137,0.357515,0,359.98, 
-1.99137,0.353496,0,359.98, 
-1.99137,0.349477,0,359.98, 
-1.99137,0.345458,0,359.98, 
-1.99137,0.341439,0,359.98, 
-1.99137,0.337419,0,359.98, 
-1.99137,0.3334,0,359.98, 
-1.99137,0.329381,0,359.98, 
-1.99138,0.325361,0,359.98, 
-1.99138,0.321342,0,359.98, 
-1.99138,0.317323,0,359.98, 
-1.99138,0.313303,0,359.98, 
-1.99138,0.309284,0,359.98, 
-1.99135,0.305867,0,4.02, 
-1.9911,0.302592,0,4.02, 
-1.99097,0.300725,0,359.97, 
-1.99098,0.298885,0,355.91, 
-1.9907,0.302941,0,355.91, 
-1.99047,0.305261,0,351.43, 
-1.99094,0.301612,0,346.53, 
-1.99514,0.295798,0,340.37, 
-1.99337,0.297563,0,340.68, 
-1.99164,0.298206,0,340.71, 
-1.99192,0.297969,0,340.71, 
-1.98904,0.300546,0,340.6, 
-1.99048,0.299334,0,340.8, 
-1.99135,0.297395,0,336.59, 
-1.99244,0.295164,0,332.18, 
-1.99366,0.293063,0,327.77, 
-1.99501,0.291095,0,323.34, 
-1.99648,0.289259,0,318.91, 
-1.99806,0.287559,0,314.47, 
-1.99974,0.285998,0,310.01, 
-2.00152,0.284581,0,305.54, 
-2.00338,0.283312,0,301.06, 
-2.00531,0.282195,0,296.56, 
-2.0073,0.281237,0,292.03, 
-2.00934,0.280443,0,287.46, 
-2.0114,0.279817,0,282.84, 
-2.01347,0.279364,0,278.13, 
-2.01549,0.279096,0,273.26, 
-2.01765,0.279016,0,268.7, 
-2.01987,0.279075,0,264.29, 
-2.02208,0.279302,0,259.88, 
