[e8] 
x-value,z-value,robots,orientation
-1.41987,-1.02988,0,360, 
-1.41987,-1.03387,0,0, 
-1.41987,-1.0379,0,360, 
-1.41987,-1.04192,0,360, 
-1.41987,-1.04594,0,360, 
-1.41987,-1.04996,0,360, 
-1.41987,-1.05399,0,360, 
-1.41987,-1.05801,0,360, 
-1.41987,-1.06203,0,360, 
-1.41987,-1.06605,0,360, 
-1.41987,-1.07007,0,360, 
-1.41987,-1.07409,0,360, 
-1.41987,-1.07811,0,360, 
-1.41987,-1.08213,0,360, 
-1.41987,-1.08615,0,360, 
-1.41987,-1.09017,0,360, 
-1.41987,-1.09418,0,360, 
-1.41987,-1.0982,0,360, 
-1.41987,-1.10222,0,360, 
-1.41987,-1.10624,0,360, 
-1.41987,-1.11026,0,360, 
-1.41987,-1.11428,0,360, 
-1.41987,-1.1183,0,360, 
-1.41987,-1.12232,0,360, 
-1.41987,-1.12634,0,360, 
-1.41987,-1.13036,0,360, 
-1.41987,-1.13438,0,360, 
-1.41987,-1.1384,0,360, 
-1.41987,-1.14242,0,360, 
-1.41987,-1.14644,0,360, 
-1.41987,-1.15046,0,360, 
-1.41987,-1.15448,0,360, 
-1.41987,-1.15849,0,360, 
-1.41987,-1.16251,0,360, 
-1.41987,-1.16653,0,360, 
-1.41987,-1.17055,0,360, 
-1.41987,-1.17457,0,360, 
-1.41987,-1.17859,0,360, 
-1.41987,-1.18261,0,360, 
-1.41987,-1.18663,0,360, 
-1.41987,-1.19065,0,360, 
-1.41987,-1.19467,0,360, 
-1.41987,-1.19869,0,360, 
-1.41987,-1.20271,0,360, 
-1.41987,-1.20673,0,360, 
-1.41987,-1.21075,0,360, 
-1.41987,-1.21477,0,360, 
-1.41987,-1.21878,0,360, 
-1.41987,-1.2228,0,360, 
-1.41987,-1.22682,0,360, 
-1.41987,-1.23084,0,360, 
-1.41987,-1.23486,0,360, 
-1.41987,-1.23888,0,360, 
-1.41987,-1.2429,0,360, 
-1.41987,-1.24692,0,360, 
-1.41987,-1.25094,0,360, 
-1.41987,-1.25496,0,360, 
-1.41987,-1.25898,0,360, 
-1.41987,-1.263,0,360, 
-1.41987,-1.26702,0,360, 
-1.41988,-1.27104,0,360, 
-1.41988,-1.27505,0,360, 
-1.41988,-1.27907,0,360, 
-1.41988,-1.28309,0,360, 
-1.41988,-1.28711,0,360, 
-1.41988,-1.29113,0,360, 
-1.41988,-1.29515,0,360, 
-1.41988,-1.29917,0,360, 
-1.41988,-1.30319,0,360, 
-1.41988,-1.30721,0,360, 
-1.41988,-1.31123,0,360, 
-1.41988,-1.31525,0,360, 
-1.41988,-1.31927,0,360, 
-1.41988,-1.32329,0,360, 
-1.41988,-1.32731,0,360, 
-1.41988,-1.33133,0,360, 
-1.41988,-1.33534,0,360, 
-1.41988,-1.33936,0,360, 
-1.41988,-1.34338,0,360, 
-1.41988,-1.3474,0,359.99, 
