[e6] 
x-value,z-value,robots,orientation
0.576707,1.01097,0,72.79, 
0.579797,1.01003,0,70.99, 
0.583591,1.00866,0,70.83, 
0.587382,1.00728,0,70.71, 
0.59116,1.00589,0,70.63, 
0.594939,1.00449,0,70.56, 
0.59872,1.00308,0,70.49, 
0.602501,1.00172,0,70.44, 
0.606282,1.00039,0,70.39, 
0.610061,0.99905,0,70.35, 
0.61384,0.997714,0,70.31, 
0.61762,0.996377,0,70.28, 
0.6214,0.995038,0,70.26, 
0.625181,0.993697,0,70.24, 
0.628961,0.992352,0,70.22, 
0.632743,0.991005,0,70.21, 
0.636524,0.989656,0,70.19, 
0.640306,0.988303,0,70.19, 
0.644088,0.986947,0,70.18, 
0.647869,0.985585,0,70.17, 
0.651651,0.984221,0,70.17, 
0.655433,0.982856,0,70.17, 
0.659215,0.981494,0,70.16, 
0.662996,0.980131,0,70.16, 
0.666778,0.978768,0,70.16, 
0.670559,0.977405,0,70.16, 
0.67434,0.976041,0,70.16, 
0.67812,0.974677,0,70.16, 
0.6819,0.973314,0,70.16, 
0.68568,0.97195,0,70.16, 
0.68946,0.970586,0,70.16, 
0.693241,0.969222,0,70.16, 
0.697021,0.967858,0,70.16, 
0.700802,0.966494,0,70.16, 
0.704583,0.96513,0,70.16, 
0.708363,0.963766,0,70.16, 
0.712144,0.962402,0,70.16, 
0.715924,0.961039,0,70.16, 
0.719705,0.959675,0,70.16, 
0.723486,0.958311,0,70.16, 
0.727266,0.956947,0,70.16, 
0.731047,0.955583,0,70.16, 
0.734828,0.954219,0,70.16, 
0.738608,0.952855,0,70.16, 
0.742389,0.951492,0,70.16, 
0.74617,0.950128,0,70.16, 
0.749951,0.948764,0,70.16, 
0.753732,0.9474,0,70.16, 
0.757512,0.946036,0,70.16, 
0.761293,0.944673,0,70.16, 
0.765074,0.943309,0,70.16, 
0.768855,0.941945,0,70.16, 
0.772636,0.940581,0,70.16, 
0.776416,0.939217,0,70.16, 
0.780197,0.937853,0,70.16, 
0.783978,0.936489,0,70.16, 
0.787758,0.935125,0,70.16, 
0.791539,0.933761,0,70.16, 
0.79532,0.932397,0,70.16, 
0.799101,0.931033,0,70.16, 
0.802882,0.929669,0,70.16, 
0.806662,0.928306,0,70.16, 
0.810443,0.926942,0,70.16, 
0.814224,0.925578,0,70.16, 
0.818005,0.924214,0,70.16, 
0.821785,0.92285,0,70.16, 
0.825566,0.921486,0,70.17, 
0.829347,0.920123,0,70.17, 
0.833127,0.918759,0,70.17, 
0.836908,0.917395,0,70.17, 
0.840689,0.916032,0,70.17, 
0.844469,0.914668,0,70.17, 
0.84825,0.913304,0,70.17, 
0.852031,0.91194,0,70.17, 
0.855812,0.910577,0,70.17, 
0.859593,0.909213,0,70.17, 
0.863373,0.907849,0,70.17, 
0.867154,0.906486,0,70.17, 
0.870935,0.905122,0,70.17, 
0.874715,0.903758,0,70.16, 
0.878496,0.902394,0,70.16, 
0.882277,0.90103,0,70.16, 
0.886058,0.899667,0,70.16, 
0.889839,0.898303,0,70.16, 
0.893619,0.896939,0,70.16, 
0.8974,0.895575,0,70.16, 
0.901181,0.894211,0,70.16, 
0.904962,0.892847,0,70.16, 
0.908742,0.891483,0,70.16, 
0.912523,0.890119,0,70.16, 
0.916304,0.888755,0,70.16, 
0.920085,0.887391,0,70.16, 
0.923865,0.886028,0,70.16, 
0.927646,0.884664,0,70.16, 
0.931427,0.8833,0,70.16, 
0.935208,0.881936,0,70.16, 
0.938989,0.880572,0,70.16, 
0.942769,0.879208,0,70.17, 
0.94655,0.877845,0,70.17, 
0.950331,0.876481,0,70.17, 
0.954111,0.875117,0,70.17, 
0.957892,0.873754,0,70.17, 
0.961673,0.87239,0,70.17, 
0.965453,0.871026,0,70.17, 
0.969234,0.869663,0,70.17, 
0.973015,0.868299,0,70.17, 
0.976796,0.866935,0,70.17, 
0.980576,0.865571,0,70.17, 
0.984357,0.864208,0,70.17, 
0.988138,0.862844,0,70.17, 
0.991919,0.86148,0,70.17, 
0.995699,0.860116,0,70.16, 
0.99948,0.858753,0,70.16, 
1.00326,0.857389,0,70.16, 
1.00704,0.856025,0,70.16, 
1.01082,0.854661,0,70.16, 
1.0146,0.853297,0,70.16, 
1.01838,0.851933,0,70.16, 
1.02216,0.850569,0,70.16, 
1.02595,0.849205,0,70.16, 
1.02973,0.847842,0,70.16, 
1.03351,0.846478,0,70.16, 
1.03729,0.845114,0,70.16, 
1.04107,0.84375,0,70.16, 
1.04485,0.842386,0,70.16, 
1.04863,0.841022,0,70.16, 
1.05241,0.839658,0,70.16, 
1.05619,0.838295,0,70.16, 
1.05997,0.836931,0,70.17, 
1.06375,0.835567,0,70.17, 
1.06753,0.834203,0,70.17, 
1.07131,0.83284,0,70.17, 
1.0751,0.831476,0,70.17, 
1.07888,0.830112,0,70.17, 
1.08266,0.828749,0,70.17, 
1.08644,0.827385,0,70.17, 
1.09022,0.826021,0,70.17, 
1.094,0.824658,0,70.17, 
1.09778,0.823294,0,70.17, 
1.10156,0.82193,0,70.17, 
1.10534,0.820566,0,70.17, 
1.10912,0.819203,0,70.17, 
1.1129,0.817839,0,70.16, 
